Object_ID,Size_m,Velocity_km_s,Altitude_km,Mass_kg,Material_Type,Orbit_Type,Source,Year_Detected,Decay_Prediction_Years,Impact_Probability,Solar_Activity_Index,Space_Weather_Impact,Radiation_Exposure_Level,Debris_Density_in_Region,Eco_Impact_Score,Risk_Category
77,9.37826794758906,14.803463581619845,1201.8906167245282,949.7921225978756,Aluminum,LEO,Rocket,1977,31.495112051684934,0.9123708834481684,121.43097750934244,Low,7.964723378504099,6.136538371514588,20.540513636731,Low
78,8.622908053348286,1.4414847938371371,1716.977785070542,608.7292601874346,Steel,GEO,Rocket,1982,23.023050500838977,0.7418093105585343,161.43472077817006,Moderate,4.334109239081992,1.8657278474947188,8.372735237274576,Low
79,8.892414051691535,10.274956224579896,475.0907199066061,303.3927879256362,Steel,GEO,Rocket,2010,1.8081928186747755,0.7105139700340031,109.80943820542194,Severe,0.988957774163276,2.6328593807325698,37.55559557451069,Low
80,4.683813341087509,6.197187068604028,258.9218130875936,638.6059210896474,Composite,GEO,Satellite,1986,46.09809936214195,0.4778265094821815,167.15181228901227,Low,0.8540363326096279,9.972597264362324,32.54440481288879,Low
81,6.577868828502873,10.044144073253785,644.2611412772651,624.8798133680276,Unknown,MEO,Rocket,2001,18.80441135663145,0.8573979376419408,134.68792205297186,Low,2.381163588320847,2.613722641121507,97.66270290493716,Low
82,8.951716562132779,5.987475543226173,1963.49715821686,596.9654432160812,Aluminum,LEO,Satellite,1974,20.83245852985577,0.5101345657722205,52.89154635295538,Low,5.522294890596388,4.66926850921662,39.45612437677467,Low
83,3.935578142263617,10.432509047624022,1691.7645327380108,159.51026426761317,Unknown,LEO,Fragment,1978,14.490476469560154,0.0296411087366504,69.76872266907432,Low,1.4797828731964937,3.8537153682436296,4.660763759988029,High
84,9.618007158671231,11.209297132557053,1272.5588963514738,634.6033426650597,Aluminum,LEO,Fragment,2012,44.56450099470409,0.5849103707868867,135.83745045024529,Moderate,2.150170376417801,6.882896253910079,98.70911397603032,Low
85,4.163702760071138,10.667736965595028,1872.648047437645,430.2214360692482,Unknown,GEO,Rocket,2003,17.229238435892814,0.3904575911434527,74.17483616570573,Low,5.0170321750633455,3.355631216332861,78.64709859864136,Low
86,6.014815827278224,2.595467739014132,1001.5024103070403,18.690199417171065,Composite,MEO,Fragment,2014,8.712465392940661,0.5212979487455909,141.24675555855433,Moderate,2.177603929287796,6.829816641800452,99.7942955039669,High
87,7.100949085590996,10.196505285165586,1969.905084635313,539.8105106987804,Aluminum,GEO,Fragment,1970,25.02785974622224,0.4407060961807617,116.7920995595361,Severe,8.580643471379371,9.608058829426032,31.75377409982455,High
88,9.506414210628623,4.919825692357362,733.3436812147113,989.2678185438958,Composite,GEO,Rocket,2009,39.07463296530598,0.4967981941113251,153.51233608587088,Moderate,5.900085588456859,2.524614350426489,11.773814705530338,Low
89,2.4537165777821377,1.4032191879706692,632.5503491286904,349.80461688489913,Unknown,MEO,Fragment,1984,18.566923817239413,0.1085727268180063,93.71555879028644,Low,0.8582651555578591,3.707400334731095,39.76937919109842,High
90,7.463848472604036,6.807629406445355,1348.4867620646198,965.5626623968265,Unknown,MEO,Fragment,2023,32.602307143818685,0.0145332018035231,173.24378000775576,Low,1.398857881043557,3.422409137849281,13.994565775687509,High
91,5.212947705579381,7.069603439253214,880.6771423106487,96.29612108842828,Unknown,GEO,Rocket,2001,15.211215155364288,0.3401874026650454,108.33264325014072,Severe,1.951740418071115,3.00427240259636,14.684358345164773,Low
92,2.692885834800204,7.540437866934251,1327.457975557264,732.4768708557195,Composite,MEO,Rocket,2003,35.98811549849732,0.2545388748889526,169.49719608281637,Moderate,6.298943379923358,2.7035783951040635,90.2672342541264,Low
93,7.768302329565942,10.867538315470028,748.9919329448344,114.41856166336903,Steel,GEO,Rocket,2004,33.43619367917097,0.2500577148392982,52.90561946485719,Low,1.0565040186157215,6.300796771878402,99.39039656886844,Low
94,5.526700578936727,5.323813327994428,1312.252862308384,273.6442163979187,Steel,LEO,Satellite,2022,34.03774007113049,0.9370952241209024,108.96261484235026,Moderate,0.4328971655363212,5.481550925615252,99.44266373763386,High
95,6.613128468290261,5.413927183454916,696.3432690530655,570.8837512385921,Aluminum,MEO,Rocket,2018,32.29538212970125,0.8189850384257371,83.02826477171922,Low,7.284603831443261,5.087157903722656,43.84532669648302,Low
96,3.235781675093231,1.8477315873776483,291.7497238740019,592.8204160073512,Composite,LEO,Fragment,2019,7.815616659544916,0.0133708620404271,116.55204780131848,Severe,4.781266741854994,8.00607421631878,23.929203913777684,High
97,4.817926778757774,10.615497023892145,1841.8446234617304,775.2337961024479,Composite,MEO,Rocket,1997,44.39954923374543,0.0087192104078589,192.02149251916768,Moderate,8.487931141212483,1.466155665184644,17.20343600958404,Low
98,6.17736896737079,8.949565279594175,1789.769363372232,615.3498760867166,Composite,GEO,Satellite,1986,29.28763665031034,0.7768999249212531,73.84358923739015,Low,7.928578138913007,1.6980836934323895,38.2109593743516,Low
99,4.055059034555741,5.891951577713033,1947.4366686908093,593.6553429101227,Unknown,GEO,Fragment,2015,19.11935300106854,0.9848605807310888,63.199441539915554,Severe,2.735077052788033,5.131097590599712,59.89448634547898,Low
100,1.991741673078536,10.872645704842965,1489.7489171985285,912.3618516804394,Composite,GEO,Satellite,1980,8.616764917622655,0.4652063595469345,58.77442373423003,Low,1.922592721778068,3.537917810451931,74.35885017067973,Low
101,9.616788518229887,8.52300848917628,1428.8981199235452,452.2155361339362,Steel,GEO,Fragment,1992,39.17905499947923,0.4331297648157226,68.50399622358084,Low,5.16309522454816,1.7387152413053586,51.636291580620544,Low
102,5.119560725025748,7.569429242187555,1206.2055261346954,225.34325211718556,Aluminum,GEO,Rocket,2024,25.45241467130109,0.27582452514739,59.29365097919237,Severe,0.8010412840080583,6.90663598674455,84.27398693039024,Low
103,7.341864499174128,8.15854361125577,426.6963494345408,161.87240616512787,Steel,GEO,Satellite,1995,7.364654053337455,0.666633740848792,152.71070619725668,Moderate,6.328617546429029,4.9612542753567785,91.96667511050492,Low
104,4.1163614636250205,9.908873753738792,540.6235597086861,400.0545973498188,Composite,MEO,Rocket,2015,46.07104278659559,0.4716494112730598,67.6102632647503,Moderate,0.1217941216929796,2.023180087935295,88.56662930603179,High
105,3.557766322616906,10.240036464044392,721.0454396105652,712.7814799181764,Aluminum,MEO,Fragment,1974,5.304121540172357,0.1675187086517571,79.6159868610292,Severe,8.031052196020573,2.6447884616011863,36.92056836344213,High
106,4.077571341686578,5.045409467970041,1802.28145263211,42.63923058140791,Aluminum,LEO,Rocket,1995,26.211059771955156,0.4813746526827814,146.8296423798264,Severe,8.906972205024417,7.230803545568233,95.05470939337056,High
107,4.097874471418641,2.970407087476145,511.3451442855352,129.14048117075518,Composite,MEO,Rocket,1975,30.52906983950989,0.3763710117538853,116.92368250401486,Severe,9.96200394618356,3.2754047489579863,92.30727319789814,Low
108,5.446359358260116,3.1928785366672625,1861.1717140782032,106.20284875762906,Composite,MEO,Fragment,2020,49.949229757358665,0.8898059131367225,58.19971543716477,Severe,3.4410731170014195,2.045980387525549,41.16551819461347,Low
109,5.439264001113818,9.951472402642024,1141.0143194925508,585.2916280361536,Steel,LEO,Satellite,2012,7.0457854881253335,0.7715866101130265,195.6011171339235,Moderate,5.619262709934544,9.656044990064236,42.1309317409457,Low
110,4.976566620669888,13.220226000739764,1488.02534385153,242.94036406621316,Steel,LEO,Fragment,2003,30.67800986293213,0.7012474424023731,139.989655295972,Severe,8.629613223033914,0.8813588310588788,7.804207794081208,Low
111,1.3565099913252066,6.732947896837725,398.4400760250197,166.34280235856636,Unknown,GEO,Fragment,2011,23.83578972396788,0.3271602231517689,142.0687314408941,Severe,4.621390044128243,1.4699934248427933,93.69945165101642,Low
112,4.965794030220306,3.373282244612473,684.2603877966396,592.811442671048,Unknown,LEO,Rocket,1982,12.855729218811712,0.1396153819623382,177.88744584708223,Moderate,3.2925870727727924,7.173068201343509,8.845997117319737,Low
113,1.6993479652023085,11.592434976113964,1925.3334947265676,761.3337844608341,Unknown,LEO,Fragment,1994,47.11050849277824,0.8646789841610649,186.36401386898527,Low,0.4882513319233628,4.257687138077072,49.1142234335994,Low
114,1.270096505094694,12.65485264187228,679.0699044735165,332.2217009610191,Composite,MEO,Satellite,1971,39.54218415309012,0.342747386459414,58.56355371676571,Low,3.940734149056453,7.529560104740923,72.14144680581529,Low
115,9.327130716238266,13.328154203693533,733.739096704063,578.2467852160285,Composite,GEO,Fragment,1983,38.85288929614551,0.5929565922325104,60.251945313747605,Moderate,0.7889133019523986,5.528227875080435,87.9664201892149,Low
116,6.053450631345565,9.495640004792264,555.675292713943,98.21460075814024,Unknown,LEO,Fragment,1986,44.95930226610745,0.5908255679175022,166.4826382460344,Moderate,3.629960518116312,0.4031147149882274,57.09999328757792,Low
117,6.5983056806645966,13.050199831433186,432.3325975522931,935.1975113545244,Unknown,GEO,Rocket,2010,36.25220312884853,0.928053081640376,154.37520207837113,Moderate,3.4303200637124887,6.841795216488195,68.25783888591282,High
118,4.023918766630304,1.2158094182777075,619.8637546171963,336.9624956962414,Steel,GEO,Satellite,2009,25.336973048318907,0.1717236336124954,82.52186145646652,Moderate,6.471807515449281,8.057827882839216,71.01302746256631,Low
119,9.090719110229491,2.501301224773329,1356.1884055114372,997.505942604184,Unknown,LEO,Rocket,2009,19.57682525099764,0.7716454627818603,98.18405545449492,Severe,3.660766710839849,5.527196030698223,1.597092819724122,High
120,6.382925590900858,2.2960649387293826,1019.6619203064143,978.5898970741972,Unknown,LEO,Rocket,2008,35.206676348171804,0.4625905775419754,141.65614242463153,Severe,3.841706625487907,3.076285368924737,94.24858689051186,High
121,7.694006996540638,10.976465579566264,1196.760505408217,778.845566990878,Aluminum,LEO,Satellite,1994,30.140590137588763,0.1747520115874925,168.3485808323148,Moderate,2.8635066420772795,0.1562029348588007,35.99216358946511,Low
122,3.691939065586861,1.9741449696101063,420.2566917788437,20.16508869742602,Unknown,LEO,Satellite,1996,27.143823834347863,0.8356386072970087,140.47346232692644,Low,6.079814378741495,9.066917556874088,17.752192901187534,Low
123,9.600518689383064,7.949101214528299,1643.8096048932202,543.5205728923248,Aluminum,GEO,Fragment,2017,29.452857512269286,0.8201391059383006,168.79529088950304,Low,3.893501335812087,7.070090350782851,47.333686052094095,Low
124,8.206408288681567,7.617896580908048,1611.3704610437264,86.92773679796748,Unknown,MEO,Satellite,2020,32.76737963097137,0.0401824098463032,84.29270638286386,Moderate,9.485880270367147,0.4489240072376489,73.34852974229649,Low
125,8.540945145515291,5.349849329815373,238.8618400568157,895.14851215892,Aluminum,GEO,Rocket,1993,48.43520963460288,0.7094400175586659,99.66715646791896,Moderate,8.919714306983055,8.406077568771142,82.73392388681707,Low
126,1.7302207315832854,13.185672379189398,890.3271701185489,789.6572890221381,Unknown,GEO,Satellite,2018,37.65790307975953,0.1535198861696419,65.24346893011557,Low,2.3691696170887857,0.5315584533354164,71.96112996006953,Low
127,2.716922446633483,3.386064826319944,323.78708354806605,972.3431425580234,Steel,GEO,Satellite,2002,8.821634418383923,0.6103603497898739,197.72216479910105,Low,4.039722633042526,7.115049693201814,40.01362134990977,Low
